product_id,stock_code,product_name,category,subcategory,brand,supplier,unit_cost,unit_price,uom,is_active
P0098,10098,Select Nuts 2,Snacks,Nuts,Select,MegaSupply,97.62,123.99,pcs,1
P0099,10099,FreshLine Nuts 3,Snacks,Nuts,FreshLine,SupplyHub,106.17,140.3,pcs,1
P0100,10100,Select Nuts 4,Snacks,Nuts,Select,Local Partner,60.17,83.16,pcs,1
P0101,10101,Classic Nuts 5,Snacks,Nuts,Classic,City Wholesale,81.85,122.57,pcs,1
P0102,10102,FreshLine Nuts 6,Snacks,Nuts,FreshLine,Local Partner,112.24,147.41,pcs,1
P0103,10103,Daily Nuts 7,Snacks,Nuts,Daily,Fresh Import,134.58,206.32,pcs,1
P0104,10104,HomePro Nuts 8,Snacks,Nuts,HomePro,SupplyHub,132.92,166.05,pcs,1
P0105,10105,HomePro Chocolate 1,Snacks,Chocolate,HomePro,RetailTrade LLC,157.75,231.47,pcs,1
P0106,10106,Classic Chocolate 2,Snacks,Chocolate,Classic,Volga Distribution,78.02,115.16,pcs,1
P0107,10107,HappyDay Chocolate 3,Snacks,Chocolate,HappyDay,SupplyHub,89.21,115.5,pcs,1
P0108,10108,Daily Chocolate 4,Snacks,Chocolate,Daily,City Wholesale,128.98,165.46,pcs,1
P0109,10109,NordMart Chocolate 5,Snacks,Chocolate,NordMart,RetailTrade LLC,98.04,157.96,pcs,1
P0110,10110,Classic Chocolate 6,Snacks,Chocolate,Classic,Local Partner,38.67,54.08,pcs,1
P0111,10111,Classic Chocolate 7,Snacks,Chocolate,Classic,MegaSupply,105.77,160.57,pcs,1
P0112,10112,Vita Chocolate 8,Snacks,Chocolate,Vita,City Wholesale,82.43,103.43,pcs,1
P0113,10113,Classic Candy 1,Snacks,Candy,Classic,Fresh Import,56.29,72.96,pcs,1
P0114,10114,Vita Candy 2,Snacks,Candy,Vita,City Wholesale,87.84,113.53,pcs,1
P0115,10115,Daily Candy 3,Snacks,Candy,Daily,Local Partner,119.9,154.7,pcs,1
P0116,10116,Prime Candy 4,Snacks,Candy,Prime,North Foods,145.02,176.62,pcs,1
P0117,10117,HomePro Candy 5,Snacks,Candy,HomePro,Volga Distribution,73.62,92.16,pcs,1
P0118,10118,Daily Candy 6,Snacks,Candy,Daily,City Wholesale,78.08,104.28,pcs,1
P0119,10119,HappyDay Candy 7,Snacks,Candy,HappyDay,MegaSupply,28.72,45.13,pcs,1
P0120,10120,GreenFarm Candy 8,Snacks,Candy,GreenFarm,MegaSupply,152.45,181.29,pcs,1
P0121,10121,Classic Detergent 1,Household,Detergent,Classic,MegaSupply,62.0,83.41,pcs,1
P0122,10122,HappyDay Detergent 2,Household,Detergent,HappyDay,Volga Distribution,242.99,370.63,pcs,1
P0123,10123,Classic Detergent 3,Household,Detergent,Classic,SupplyHub,134.6,186.4,pcs,1
P0124,10124,HappyDay Detergent 4,Household,Detergent,HappyDay,MegaSupply,174.28,261.28,pcs,1
P0125,10125,FreshLine Detergent 5,Household,Detergent,FreshLine,SupplyHub,345.77,557.45,pcs,1
P0126,10126,HappyDay Detergent 6,Household,Detergent,HappyDay,RetailTrade LLC,261.24,389.67,pcs,1
P0127,10127,HappyDay Detergent 7,Household,Detergent,HappyDay,SupplyHub,106.14,148.28,pcs,1
P0128,10128,Select Cleaner 1,Household,Cleaner,Select,Local Partner,188.9,241.69,pcs,1
P0129,10129,Prime Cleaner 2,Household,Cleaner,Prime,MegaSupply,318.82,433.02,pcs,1
P0130,10130,Select Cleaner 3,Household,Cleaner,Select,SupplyHub,343.87,481.78,pcs,1
P0131,10131,Prime Cleaner 4,Household,Cleaner,Prime,SupplyHub,136.24,165.16,pcs,1
P0132,10132,NordMart Cleaner 5,Household,Cleaner,NordMart,SupplyHub,382.87,487.66,pcs,1
P0133,10133,GreenFarm Cleaner 6,Household,Cleaner,GreenFarm,RetailTrade LLC,111.81,138.57,pcs,1
P0134,10134,GreenFarm Cleaner 7,Household,Cleaner,GreenFarm,Fresh Import,382.24,534.59,pcs,1
P0135,10135,Prime Paper goods 1,Household,Paper goods,Prime,RetailTrade LLC,117.05,171.53,pcs,1
P0136,10136,FreshLine Paper goods 2,Household,Paper goods,FreshLine,SupplyHub,388.01,477.57,pcs,1
P0137,10137,Select Paper goods 3,Household,Paper goods,Select,MegaSupply,255.77,410.96,pcs,1
P0138,10138,HappyDay Paper goods 4,Household,Paper goods,HappyDay,Volga Distribution,380.1,483.95,pcs,1
P0139,10139,Daily Paper goods 5,Household,Paper goods,Daily,RetailTrade LLC,297.05,392.62,pcs,1
P0140,10140,GreenFarm Paper goods 6,Household,Paper goods,GreenFarm,MegaSupply,326.1,438.01,pcs,1
P0141,10141,Prime Paper goods 7,Household,Paper goods,Prime,SupplyHub,83.45,123.87,pcs,1
P0142,10142,HappyDay Kitchenware 1,Household,Kitchenware,HappyDay,Local Partner,339.59,417.56,pcs,1
P0143,10143,Classic Kitchenware 2,Household,Kitchenware,Classic,Fresh Import,300.48,416.07,pcs,1
P0144,10144,GreenFarm Kitchenware 3,Household,Kitchenware,GreenFarm,City Wholesale,334.79,479.73,pcs,1
P0145,10145,Classic Kitchenware 4,Household,Kitchenware,Classic,Fresh Import,208.1,317.06,pcs,1
P0146,10146,Prime Kitchenware 5,Household,Kitchenware,Prime,RetailTrade LLC,349.58,549.0,pcs,1
P0147,10147,Select Kitchenware 6,Household,Kitchenware,Select,City Wholesale,359.75,465.74,pcs,1
P0148,10148,GreenFarm Kitchenware 7,Household,Kitchenware,GreenFarm,SupplyHub,267.51,363.31,pcs,1
P0149,10149,Classic Shampoo 1,Personal Care,Shampoo,Classic,Volga Distribution,393.36,497.78,pcs,1
P0150,10150,Prime Shampoo 2,Personal Care,Shampoo,Prime,Fresh Import,373.18,500.05,pcs,1
P0151,10151,Vita Shampoo 3,Personal Care,Shampoo,Vita,RetailTrade LLC,73.86,120.07,pcs,1
P0152,10152,HomePro Shampoo 4,Personal Care,Shampoo,HomePro,Volga Distribution,343.63,484.39,pcs,1
P0153,10153,Classic Shampoo 5,Personal Care,Shampoo,Classic,SupplyHub,315.44,444.99,pcs,1
P0154,10154,Daily Shampoo 6,Personal Care,Shampoo,Daily,Volga Distribution,181.81,249.09,pcs,1
P0155,10155,Select Shampoo 7,Personal Care,Shampoo,Select,Local Partner,322.3,436.21,pcs,1
P0156,10156,HappyDay Soap 1,Personal Care,Soap,HappyDay,Local Partner,448.72,645.57,pcs,1
P0157,10157,Classic Soap 2,Personal Care,Soap,Classic,RetailTrade LLC,172.95,224.52,pcs,1
P0158,10158,HomePro Soap 3,Personal Care,Soap,HomePro,North Foods,189.91,290.4,pcs,1
P0159,10159,HomePro Soap 4,Personal Care,Soap,HomePro,Fresh Import,152.23,214.27,pcs,1
P0160,10160,Daily Soap 5,Personal Care,Soap,Daily,Local Partner,386.4,509.75,pcs,1
P0161,10161,FreshLine Soap 6,Personal Care,Soap,FreshLine,North Foods,184.86,279.65,pcs,1
P0162,10162,Select Soap 7,Personal Care,Soap,Select,Fresh Import,87.3,105.25,pcs,1
P0163,10163,FreshLine Toothpaste 1,Personal Care,Toothpaste,FreshLine,RetailTrade LLC,312.39,479.15,pcs,1
P0164,10164,NordMart Toothpaste 2,Personal Care,Toothpaste,NordMart,City Wholesale,288.14,403.57,pcs,1
P0165,10165,Prime Toothpaste 3,Personal Care,Toothpaste,Prime,City Wholesale,140.06,168.65,pcs,1
P0166,10166,Daily Toothpaste 4,Personal Care,Toothpaste,Daily,RetailTrade LLC,382.4,523.25,pcs,1
P0167,10167,GreenFarm Toothpaste 5,Personal Care,Toothpaste,GreenFarm,North Foods,309.19,372.63,pcs,1
P0168,10168,GreenFarm Toothpaste 6,Personal Care,Toothpaste,GreenFarm,Volga Distribution,430.67,525.43,pcs,1
P0169,10169,Daily Toothpaste 7,Personal Care,Toothpaste,Daily,Volga Distribution,282.07,388.02,pcs,1
P0170,10170,Vita Skincare 1,Personal Care,Skincare,Vita,Fresh Import,214.54,344.77,pcs,1
P0171,10171,GreenFarm Skincare 2,Personal Care,Skincare,GreenFarm,SupplyHub,446.21,590.57,pcs,1
P0172,10172,GreenFarm Skincare 3,Personal Care,Skincare,GreenFarm,Volga Distribution,434.84,533.39,pcs,1
P0173,10173,HomePro Skincare 4,Personal Care,Skincare,HomePro,Volga Distribution,170.57,207.78,pcs,1
P0174,10174,FreshLine Skincare 5,Personal Care,Skincare,FreshLine,MegaSupply,279.76,350.7,pcs,1
P0175,10175,Classic Skincare 6,Personal Care,Skincare,Classic,SupplyHub,331.96,465.03,pcs,1
P0176,10176,HomePro Skincare 7,Personal Care,Skincare,HomePro,City Wholesale,179.48,235.64,pcs,1
P0177,10177,Daily Fresh fruits 1,Fruits & Vegetables,Fresh fruits,Daily,Volga Distribution,95.61,154.34,pcs,1
P0178,10178,HappyDay Fresh fruits 2,Fruits & Vegetables,Fresh fruits,HappyDay,North Foods,32.63,41.95,pcs,1
P0179,10179,Select Fresh fruits 3,Fruits & Vegetables,Fresh fruits,Select,North Foods,110.93,134.62,pcs,1
P0180,10180,Select Fresh fruits 4,Fruits & Vegetables,Fresh fruits,Select,Fresh Import,85.45,133.93,pcs,1
P0181,10181,Classic Fresh fruits 5,Fruits & Vegetables,Fresh fruits,Classic,MegaSupply,33.68,50.64,pcs,1
P0182,10182,Select Fresh fruits 6,Fruits & Vegetables,Fresh fruits,Select,RetailTrade LLC,75.05,105.98,pcs,1
P0183,10183,GreenFarm Fresh fruits 7,Fruits & Vegetables,Fresh fruits,GreenFarm,Local Partner,24.38,33.72,pcs,1
P0184,10184,GreenFarm Fresh vegetables 1,Fruits & Vegetables,Fresh vegetables,GreenFarm,SupplyHub,47.54,58.14,pcs,1
P0185,10185,Select Fresh vegetables 2,Fruits & Vegetables,Fresh vegetables,Select,North Foods,83.39,128.31,pcs,1
P0186,10186,Classic Fresh vegetables 3,Fruits & Vegetables,Fresh vegetables,Classic,Fresh Import,77.09,106.99,pcs,1
P0187,10187,FreshLine Fresh vegetables 4,Fruits & Vegetables,Fresh vegetables,FreshLine,City Wholesale,129.66,179.56,pcs,1
P0188,10188,Daily Fresh vegetables 5,Fruits & Vegetables,Fresh vegetables,Daily,Local Partner,71.7,98.37,pcs,1
P0189,10189,Daily Fresh vegetables 6,Fruits & Vegetables,Fresh vegetables,Daily,City Wholesale,114.35,152.66,pcs,1
P0190,10190,Select Fresh vegetables 7,Fruits & Vegetables,Fresh vegetables,Select,SupplyHub,92.88,127.08,pcs,1
P0191,10191,Classic Salads 1,Fruits & Vegetables,Salads,Classic,RetailTrade LLC,29.69,38.56,pcs,1
P0192,10192,HappyDay Salads 2,Fruits & Vegetables,Salads,HappyDay,SupplyHub,115.14,180.51,pcs,1
P0193,10193,Vita Salads 3,Fruits & Vegetables,Salads,Vita,Local Partner,70.82,85.37,pcs,1
P0194,10194,GreenFarm Salads 4,Fruits & Vegetables,Salads,GreenFarm,SupplyHub,103.21,152.13,pcs,1
P0195,10195,HomePro Salads 5,Fruits & Vegetables,Salads,HomePro,Fresh Import,49.38,61.31,pcs,1
P0196,10196,Classic Salads 6,Fruits & Vegetables,Salads,Classic,SupplyHub,116.89,164.56,pcs,1
P0197,10197,GreenFarm Salads 7,Fruits & Vegetables,Salads,GreenFarm,Fresh Import,107.92,163.35,pcs,1
P0198,10198,Vita Herbs 1,Fruits & Vegetables,Herbs,Vita,Volga Distribution,21.5,29.49,pcs,1
P0199,10199,Daily Herbs 2,Fruits & Vegetables,Herbs,Daily,North Foods,70.76,87.4,pcs,1
P0200,10200,Classic Herbs 3,Fruits & Vegetables,Herbs,Classic,Fresh Import,122.59,161.47,pcs,1
P0201,10201,HappyDay Herbs 4,Fruits & Vegetables,Herbs,HappyDay,Volga Distribution,111.82,183.46,pcs,1
P0202,10202,Classic Herbs 5,Fruits & Vegetables,Herbs,Classic,North Foods,80.64,109.69,pcs,1
P0203,10203,Daily Herbs 6,Fruits & Vegetables,Herbs,Daily,MegaSupply,50.39,78.17,pcs,1
P0204,10204,Prime Herbs 7,Fruits & Vegetables,Herbs,Prime,SupplyHub,122.77,174.17,pcs,1
P0205,10205,Select Frozen meals 1,Frozen,Frozen meals,Select,City Wholesale,276.03,434.36,pcs,1
P0206,10206,FreshLine Frozen meals 2,Frozen,Frozen meals,FreshLine,Local Partner,200.57,282.33,pcs,1
P0207,10207,Vita Frozen meals 3,Frozen,Frozen meals,Vita,Local Partner,285.98,388.16,pcs,1
P0208,10208,HomePro Frozen meals 4,Frozen,Frozen meals,HomePro,MegaSupply,344.81,445.58,pcs,1
P0209,10209,HomePro Frozen meals 5,Frozen,Frozen meals,HomePro,Local Partner,311.12,427.19,pcs,1
P0210,10210,Classic Frozen meals 6,Frozen,Frozen meals,Classic,MegaSupply,270.41,422.21,pcs,1
P0211,10211,FreshLine Frozen meals 7,Frozen,Frozen meals,FreshLine,Local Partner,213.74,255.93,pcs,1
P0212,10212,Daily Ice cream 1,Frozen,Ice cream,Daily,City Wholesale,316.03,438.32,pcs,1
P0213,10213,NordMart Ice cream 2,Frozen,Ice cream,NordMart,North Foods,275.06,377.57,pcs,1
P0214,10214,Daily Ice cream 3,Frozen,Ice cream,Daily,Local Partner,206.76,338.16,pcs,1
P0215,10215,GreenFarm Ice cream 4,Frozen,Ice cream,GreenFarm,Local Partner,267.03,396.65,pcs,1
P0216,10216,Vita Ice cream 5,Frozen,Ice cream,Vita,City Wholesale,182.6,242.64,pcs,1
P0217,10217,Vita Ice cream 6,Frozen,Ice cream,Vita,Fresh Import,89.69,108.72,pcs,1
P0218,10218,HomePro Ice cream 7,Frozen,Ice cream,HomePro,RetailTrade LLC,281.63,389.77,pcs,1
P0219,10219,Daily Frozen vegetables 1,Frozen,Frozen vegetables,Daily,SupplyHub,199.79,300.92,pcs,1
P0220,10220,NordMart Frozen vegetables 2,Frozen,Frozen vegetables,NordMart,Local Partner,167.58,202.16,pcs,1
P0221,10221,Prime Frozen vegetables 3,Frozen,Frozen vegetables,Prime,MegaSupply,196.29,254.15,pcs,1
P0222,10222,GreenFarm Frozen vegetables 4,Frozen,Frozen vegetables,GreenFarm,North Foods,264.09,333.98,pcs,1
P0223,10223,Daily Frozen vegetables 5,Frozen,Frozen vegetables,Daily,Volga Distribution,244.56,332.55,pcs,1
P0224,10224,Classic Frozen vegetables 6,Frozen,Frozen vegetables,Classic,City Wholesale,326.46,407.18,pcs,1
P0225,10225,Select Frozen vegetables 7,Frozen,Frozen vegetables,Select,City Wholesale,204.08,304.78,pcs,1
P0226,10226,Select Frozen fish 1,Frozen,Frozen fish,Select,City Wholesale,262.95,329.8,pcs,1
P0227,10227,Prime Frozen fish 2,Frozen,Frozen fish,Prime,MegaSupply,346.67,457.81,pcs,1
P0228,10228,Select Frozen fish 3,Frozen,Frozen fish,Select,MegaSupply,203.35,268.83,pcs,1
P0229,10229,Classic Frozen fish 4,Frozen,Frozen fish,Classic,Local Partner,108.8,147.89,pcs,1
P0230,10230,GreenFarm Frozen fish 5,Frozen,Frozen fish,GreenFarm,SupplyHub,159.89,241.22,pcs,1
P0231,10231,HappyDay Frozen fish 6,Frozen,Frozen fish,HappyDay,SupplyHub,154.11,222.84,pcs,1
P0232,10232,GreenFarm Frozen fish 7,Frozen,Frozen fish,GreenFarm,Fresh Import,281.2,441.89,pcs,1
